feature,importance
REFUSED_CNT_PAYMENT_MEAN,593.2716944694519
CC_AMT_RECIVABLE_MEAN,595.4563176155091
NEW_RATIO_PREV_DAYS_DECISION_MEAN,600.1061368942261
NEW_RATIO_PREV_AMT_ANNUITY_MIN,600.4678327560425
YEARS_BEGINEXPLUATATION_MODE,611.5207598686218
CLOSED_MONTHS_BALANCE_SIZE_MEAN,614.9131724357605
APARTMENTS_AVG,616.1837054252625
BURO_CREDIT_TYPE_Consumer credit_MEAN,616.5948036193847
CC_CNT_DRAWINGS_CURRENT_MAX,619.4110907554626
PREV_NAME_CLIENT_TYPE_Refreshed_MEAN,626.0292759895325
PREV_NAME_SELLER_INDUSTRY_Consumer electronics_MEAN,628.749129486084
REFUSED_AMT_ANNUITY_MIN,629.7384702682496
PREV_WEEKDAY_APPR_PROCESS_START_WEDNESDAY_MEAN,632.1016277313232
NEW_RATIO_PREV_AMT_ANNUITY_MAX,632.930547618866
PREV_NAME_PAYMENT_TYPE_XNA_MEAN,633.5836950302124
AMT_REQ_CREDIT_BUREAU_QRT,634.6688923835754
CC_AMT_BALANCE_MIN,638.0609228134156
CC_AMT_PAYMENT_CURRENT_SUM,639.644016122818
BURO_MONTHS_BALANCE_SIZE_SUM,642.7849613189697
NEW_RATIO_PREV_APP_CREDIT_PERC_MEAN,646.2628634452819
CLOSED_DAYS_CREDIT_ENDDATE_MIN,651.0383358001709
PREV_AMT_APPLICATION_MEAN,658.6078340530396
INSTAL_NUM_INSTALMENT_VERSION_NUNIQUE,661.0200744628906
PREV_AMT_CREDIT_MAX,663.8169239997864
ACTIVE_AMT_CREDIT_SUM_LIMIT_SUM,669.680331325531
BURO_DAYS_CREDIT_UPDATE_MIN,669.8959345817566
INSTAL_PAYMENT_PERC_VAR,671.1164048194885
PREV_NAME_YIELD_GROUP_XNA_MEAN,671.9561265945434
APPROVED_AMT_DOWN_PAYMENT_MEAN,675.3086157798767
PREV_CHANNEL_TYPE_Credit and cash offices_MEAN,676.8516139030456
CC_AMT_PAYMENT_CURRENT_MEAN,682.5533049583435
PREV_WEEKDAY_APPR_PROCESS_START_FRIDAY_MEAN,686.331966304779
PREV_WEEKDAY_APPR_PROCESS_START_SATURDAY_MEAN,686.4763301849365
POS_CNT_INSTALMENT_MIN,695.2402019500732
WALLSMATERIAL_MODE,697.8636850357055
CLOSED_DAYS_CREDIT_MIN,697.9159183502197
NEW_RATIO_PREV_APP_CREDIT_PERC_MAX,698.9546080589295
ACTIVE_CNT_CREDIT_PROLONG_COUNT,712.1507653236389
NEW_RATIO_PREV_DAYS_DECISION_MIN,713.0766117095948
CC_AMT_DRAWINGS_ATM_CURRENT_MEAN,717.459440612793
INSTAL_DPD_SUM,718.8333813667298
PREV_WEEKDAY_APPR_PROCESS_START_MONDAY_MEAN,721.4447452545166
INSTAL_INSTALLMENTS_DAY_DIFF_INSTALLMENTS_DAY_DIFF_MAX,726.814674949646
NEW_RATIO_PREV_AMT_CREDIT_MAX,735.8150153160095
BURO_MONTHS_BALANCE_SIZE_MEAN,736.2838871002198
BURO_DAYS_CREDIT_ENDDATE_MIN,736.4898896217346
NEW_DOC_IND_KURT,742.0199052810669
REG_CITY_NOT_LIVE_CITY,743.3252801895142
PREV_PRODUCT_COMBINATION_Cash Street: high_MEAN,746.8537578582764
CC_AMT_BALANCE_MEAN,748.2454409599304
APPROVED_AMT_CREDIT_MAX,758.9644031524658
INSTAL_COUNT,769.9297738075256
BURO_CREDIT_TYPE_Credit card_MEAN,771.6339687347412
PREV_CODE_REJECT_REASON_XAP_MEAN,775.6133848190308
INSTAL_INSTALLMENTS_DIFF_INSTALLMENTS_DAY_DIFF_VAR,780.4655358314515
POS_SK_DPD_DEF_MAX,782.7391883850098
CLOSED_DAYS_CREDIT_MEAN,784.2697496414185
PREV_AMT_DOWN_PAYMENT_MEAN,784.3888284683228
PREV_PRODUCT_COMBINATION_Cash Street: low_MEAN,793.8489718437195
PREV_NAME_YIELD_GROUP_middle_MEAN,793.8962950706482
REFUSED_AMT_CREDIT_MIN,794.3825386047363
PREV_HOUR_APPR_PROCESS_START_MAX,800.8608839035035
CLOSED_DAYS_CREDIT_UPDATE_MIN,802.7652359008789
APPROVED_AMT_APPLICATION_MAX,806.7751003742218
APPROVED_RATE_DOWN_PAYMENT_MAX,809.542435836792
DEF_60_CNT_SOCIAL_CIRCLE,815.0005911827087
NEW_RATIO_BURO_DAYS_CREDIT_UPDATE_MIN,816.4126347064972
PREV_WEEKDAY_APPR_PROCESS_START_THURSDAY_MEAN,821.6193333625794
NEW_RATIO_PREV_CNT_PAYMENT_SUM,826.076214504242
HOUR_APPR_PROCESS_START,829.1302941322326
NAME_INCOME_TYPE,831.822868680954
PREV_PRODUCT_COMBINATION_Cash X-Sell: high_MEAN,833.1923503875732
BURO_AMT_CREDIT_SUM_LIMIT_MEAN,834.5391974925994
ACTIVE_MONTHS_BALANCE_SIZE_MEAN,837.7829338073731
CLOSED_DAYS_CREDIT_ENDDATE_MEAN,839.676588010788
CLOSED_DAYS_CREDIT_UPDATE_MEAN,843.1772009849549
PREV_AMT_ANNUITY_MAX,850.7780646800995
APPROVED_AMT_CREDIT_MIN,853.0853540420533
ACTIVE_DAYS_CREDIT_UPDATE_MAX,858.6502974510192
APPROVED_HOUR_APPR_PROCESS_START_MAX,859.6794308662414
APPROVED_AMT_APPLICATION_MIN,861.1178369522095
NEW_RATIO_BURO_DAYS_CREDIT_UPDATE_MEAN,867.1779315948486
INSTAL_DPD_MAX,871.239377117157
PREV_AMT_CREDIT_MEAN,876.6650840759278
NEW_RATIO_BURO_DAYS_CREDIT_VAR,878.369053554535
INSTAL_INSTALLMENTS_DIFF_SUM,882.601083278656
NEW_RATIO_BURO_CNT_CREDIT_PROLONG_COUNT,888.1023327350616
INSTAL_DBD_MAX,888.255654335022
PREV_RATE_DOWN_PAYMENT_MEAN,895.221818637848
PREV_AMT_GOODS_PRICE_MIN,902.1033884048462
PREV_NAME_CLIENT_TYPE_New_MEAN,904.6052646636963
REFUSED_DAYS_DECISION_MEAN,916.1978717803955
NEW_RATIO_BURO_DAYS_CREDIT_MIN,927.0025276184082
INSTAL_AMT_INSTALMENT_MEAN,933.3117441177368
NEW_RATIO_BURO_DAYS_CREDIT_ENDDATE_MEAN,934.841522026062
PREV_RATE_DOWN_PAYMENT_MAX,942.0852149009704
INSTAL_DBD_MEAN,944.2347949028015
NEW_INC_PER_CHLD,945.5611825942993
AMT_INCOME_TOTAL,945.5967174053192
PREV_CNT_PAYMENT_SUM,948.5135491371154
CC_AMT_CREDIT_LIMIT_ACTUAL_MEAN,948.7504237174987
BURO_DAYS_CREDIT_MIN,960.3084003448487
APPROVED_AMT_GOODS_PRICE_MIN,964.6940893173218
BURO_DAYS_CREDIT_UPDATE_MEAN,970.391794013977
INSTAL_INSTALLMENTS_DIFF_INSTALLMENTS_DAY_DIFF_SUM,970.4862629890442
PREV_NAME_YIELD_GROUP_low_normal_MEAN,978.0550101280212
PREV_NAME_SELLER_INDUSTRY_Connectivity_MEAN,989.2308979988098
PREV_PRODUCT_COMBINATION_Cash X-Sell: low_MEAN,993.4544437408447
APPROVED_APP_CREDIT_PERC_MEAN,1006.6563897132874
INSTAL_INSTALLMENTS_DIFF_MAX,1010.5416354179382
NEW_RATIO_BURO_DAYS_CREDIT_UPDATE_MAX,1012.2598407745361
NEW_RATIO_BURO_AMT_CREDIT_SUM_MIN,1040.6387442588807
ACTIVE_DAYS_CREDIT_MIN,1047.4386754989623
NEW_RATIO_BURO_AMT_CREDIT_SUM_MEAN,1069.261118030548
ACTIVE_DAYS_CREDIT_UPDATE_MIN,1094.2963242530823
PREV_NAME_PRODUCT_TYPE_walk-in_MEAN,1094.6428219795228
NEW_RATIO_BURO_DAYS_CREDIT_ENDDATE_MIN,1096.1108976364135
APPROVED_AMT_ANNUITY_MIN,1105.8165696144104
BURO_DAYS_CREDIT_UPDATE_MAX,1122.3481251716614
APPROVED_HOUR_APPR_PROCESS_START_MEAN,1134.2653656959533
NEW_RATIO_BURO_DAYS_CREDIT_MEAN,1138.809329032898
BURO_AMT_CREDIT_SUM_DEBT_MAX,1152.7135969161986
ACTIVE_DAYS_CREDIT_VAR,1160.3224553108216
POS_CNT_INSTALMENT_MEAN,1162.0220436096192
APPROVED_APP_CREDIT_PERC_MIN,1164.208148241043
INSTAL_INSTALLMENTS_DAY_DIFF_INSTALLMENTS_DAY_DIFF_VAR,1168.4018821716309
INCOME_PER_PERSON,1174.727661561966
BURO_CREDIT_TYPE_Mortgage_MEAN,1209.0537467002869
ACTIVE_CREDIT_TYPE_Microloan_MEAN,1218.266890144348
INSTAL_INSTALLMENTS_DAY_DIFF_INSTALLMENTS_DAY_DIFF_MEAN,1234.007945251465
ACTIVE_DAYS_CREDIT_UPDATE_MEAN,1242.4461955070497
APPROVED_APP_CREDIT_PERC_VAR,1245.8676374435424
CLOSED_AMT_CREDIT_SUM_MIN,1252.9849744796752
BURO_AMT_CREDIT_SUM_OVERDUE_MEAN,1254.2722081184388
FLAG_WORK_PHONE,1273.1810998916626
ACTIVE_AMT_CREDIT_SUM_DEBT_MAX,1273.8683213233949
PREV_NAME_TYPE_SUITE_Unaccompanied_MEAN,1282.161588191986
BURO_DAYS_CREDIT_VAR,1299.8294208049774
APPROVED_DAYS_DECISION_MEAN,1310.6079246520997
CLOSED_AMT_CREDIT_MAX_OVERDUE_MEAN,1346.6091126441956
PREV_NAME_TYPE_SUITE_nan_MEAN,1347.3398270606995
APPROVED_AMT_ANNUITY_MAX,1347.6364825248718
REFUSED_APP_CREDIT_PERC_MIN,1373.1015778541564
ACTIVE_AMT_CREDIT_SUM_MEAN,1377.5146452903748
TOTALAREA_MODE,1393.5745349884032
PREV_DAYS_DECISION_MEAN,1403.5222292900085
INSTAL_INSTALLMENTS_DAY_DIFF_INSTALLMENTS_DAY_DIFF_SUM,1428.0930362701415
REFUSED_DAYS_DECISION_MAX,1439.5751252174377
APPROVED_DAYS_DECISION_MIN,1444.0833973884583
ACTIVE_AMT_CREDIT_SUM_LIMIT_MEAN,1452.7496789932252
PREV_APP_CREDIT_PERC_VAR,1481.399710035324
INSTAL_INSTALLMENTS_DAY_DIFF_MEAN,1490.3861680984496
PREV_AMT_DOWN_PAYMENT_MAX,1499.096715259552
INSTAL_PAYMENT_PERC_SUM,1511.8065976142884
APPROVED_APP_CREDIT_PERC_MAX,1526.6190344810486
PREV_HOUR_APPR_PROCESS_START_MEAN,1530.4156940460205
PREV_NAME_YIELD_GROUP_low_action_MEAN,1534.739490032196
INSTAL_DBD_SUM,1536.520953273773
NEW_RATIO_BURO_DAYS_CREDIT_ENDDATE_MAX,1540.7003782272338
INSTAL_AMT_PAYMENT_MAX,1541.4517857074738
DAYS_LAST_PHONE_CHANGE,1550.7559673309327
PREV_AMT_ANNUITY_MIN,1582.9496408462524
PREV_DAYS_DECISION_MAX,1623.3184723854065
ACTIVE_DAYS_CREDIT_MEAN,1624.7144832611084
WEEKDAY_APPR_PROCESS_START,1661.9665286064148
CLOSED_AMT_CREDIT_SUM_MAX,1677.7310164451599
INSTAL_INSTALLMENTS_DAY_DIFF_VAR,1694.5228271484375
NEW_PHONE_TO_EMPLOY_RATIO,1700.5591070175171
PREV_APP_CREDIT_PERC_MAX,1713.6287412643433
NEW_PHONE_TO_BIRTH_RATIO,1754.3377985000611
POS_CNT_INSTALMENT_FUTURE_MAX,1769.3408925056458
PREV_AMT_ANNUITY_MEAN,1770.1472929000854
BURO_AMT_CREDIT_SUM_MIN,1771.0015750885009
PREV_NAME_CONTRACT_STATUS_Approved_MEAN,1782.178346157074
INSTAL_AMT_INSTALMENT_MAX,1803.8131116867066
NEW_RATIO_BURO_AMT_CREDIT_SUM_MAX,1807.414049911499
ACTIVE_AMT_CREDIT_SUM_MAX,1811.9025552749633
NEW_SCORES_STD,1825.0005089759827
BURO_DAYS_CREDIT_ENDDATE_MEAN,1845.154198551178
CLOSED_DAYS_CREDIT_ENDDATE_MAX,1851.4366896629333
NEW_RATIO_BURO_DAYS_CREDIT_MAX,1870.70557012558
INSTAL_AMT_INSTALMENT_SUM,1870.7545251846313
CC_CNT_DRAWINGS_ATM_CURRENT_VAR,1876.6366584300995
DEF_30_CNT_SOCIAL_CIRCLE,1913.8013423919679
APPROVED_CNT_PAYMENT_SUM,1916.2968297958373
POS_MONTHS_BALANCE_MEAN,1957.9920231819153
FLAG_DOCUMENT_3,1988.6007662773131
BURO_CREDIT_ACTIVE_Closed_MEAN,1988.8346735954285
EXT_SOURCE_1_DAYS_BIRTH,2000.0403958320617
ACTIVE_AMT_CREDIT_SUM_DEBT_MEAN,2018.6324830055237
CLOSED_AMT_CREDIT_SUM_MEAN,2024.127095413208
BURO_AMT_CREDIT_SUM_MAX,2061.436240673065
PREV_DAYS_DECISION_MIN,2063.799174308777
EXT_SOURCE_2_DAYS_BIRTH,2105.8867064476012
BURO_DAYS_CREDIT_ENDDATE_MAX,2120.147976875305
REGION_RATING_CLIENT_W_CITY,2134.91124958992
CLOSED_DAYS_CREDIT_MAX,2136.0102561473846
POS_CNT_INSTALMENT_MAX,2157.2695464134217
INCOME_CREDIT_PERC,2164.012907886505
PREV_APP_CREDIT_PERC_MIN,2181.003707885742
CLOSED_DAYS_CREDIT_VAR,2198.5775323867797
APPROVED_CNT_PAYMENT_MEAN,2219.559258651733
POS_MONTHS_BALANCE_MAX,2224.8364555358885
ACTIVE_DAYS_CREDIT_ENDDATE_MAX,2255.2442197799683
INSTAL_INSTALLMENTS_DIFF_MEAN,2302.4022912979126
BURO_DAYS_CREDIT_MEAN,2307.7355633735656
BURO_CREDIT_TYPE_Microloan_MEAN,2341.898694038391
BURO_AMT_CREDIT_SUM_MEAN,2343.4468627929687
APPROVED_AMT_ANNUITY_MEAN,2356.062648677826
PREV_NAME_YIELD_GROUP_high_MEAN,2366.6121632575987
ACTIVE_AMT_CREDIT_SUM_MIN,2382.0479011535645
NEW_CAR_TO_BIRTH_RATIO,2434.462895488739
ANNUITY_INCOME_PERC,2434.567367172241
AMT_CREDIT_AMT_ANNUITY,2508.130159187317
INSTAL_INSTALLMENTS_DIFF_INSTALLMENTS_DAY_DIFF_MAX,2589.3786581993104
EXT_SOURCE_1_3,2626.2211686134337
CC_CNT_DRAWINGS_CURRENT_MEAN,2628.8717955589295
APPROVED_DAYS_DECISION_MAX,2642.8070825576783
REGION_POPULATION_RELATIVE,2644.711210346222
NAME_FAMILY_STATUS,2652.6612049102782
CLOSED_DAYS_CREDIT_UPDATE_MAX,2659.7925357818604
ACTIVE_AMT_CREDIT_SUM_DEBT_MIN,2682.7995804786683
NEW_ANNUITY_TO_INCOME_RATIO,2685.0163204193113
ACTIVE_AMT_CREDIT_MAX_OVERDUE_MEAN,2698.1701231002808
INSTAL_AMT_PAYMENT_MIN,2714.9666650295258
INSTAL_DAYS_ENTRY_PAYMENT_MEAN,2750.201891517639
active_loans,2760.3030286312105
DAYS_EMPLOYED,2790.327445602417
DAYS_EMPLOYED_DAYS_EMPLOYED,2839.222107028961
ACTIVE_DAYS_CREDIT_ENDDATE_MIN,2866.2571172237394
INSTAL_INSTALLMENTS_DIFF_INSTALLMENTS_DAY_DIFF_MEAN,2872.0644473075868
DAYS_REGISTRATION,2873.5758979797365
AMT_CREDIT,2887.459219074249
ACTIVE_DAYS_CREDIT_ENDDATE_MEAN,2974.357785511017
PREV_APP_CREDIT_PERC_MEAN,3025.5275189399717
NEW_SOURCES_PROD,3034.7575895309446
INSTAL_DAYS_ENTRY_PAYMENT_SUM,3037.0737352371216
NEW_CAR_TO_EMPLOY_RATIO,3069.7855543136598
INSTAL_AMT_PAYMENT_MEAN,3076.475918531418
BURO_DAYS_CREDIT_MAX,3158.03942861557
OWN_CAR_AGE,3213.673310184479
CC_CNT_DRAWINGS_CURRENT_VAR,3271.666628932953
NEW_RATIO_PREV_DAYS_DECISION_MAX,3306.2377680778504
BURO_AMT_CREDIT_MAX_OVERDUE_MEAN,3355.6851493835447
INSTAL_DAYS_ENTRY_PAYMENT_MAX,3707.9256724357606
POS_SK_DPD_DEF_MEAN,3756.974580955505
NEW_EMPLOY_TO_BIRTH_RATIO,3783.713218784332
DAYS_BIRTH_DAYS_BIRTH,3976.632873773575
POS_MONTHS_BALANCE_SIZE,4147.000746011734
APPROVED_AMT_DOWN_PAYMENT_MAX,4195.896954631806
AMT_GOODS_PRICE,4319.994717693329
DAYS_ID_PUBLISH,4389.1605796813965
INSTAL_PAYMENT_PERC_MEAN,4416.940089035034
EXT_SOURCE_1_2,4514.838558959961
PREV_CNT_PAYMENT_MEAN,4642.132926464081
INSTAL_INSTALLMENTS_DAY_DIFF_SUM,4732.106238555908
BURO_AMT_CREDIT_SUM_DEBT_MEAN,4832.552200698852
PREV_NAME_CONTRACT_STATUS_Refused_MEAN,4944.615595245361
DAYS_BIRTH,5069.619887638092
EXT_SOURCE_2,5396.326818180084
EXT_SOURCE_1,5446.69997549057
DAYS_EMPLOYED_DAYS_BIRTH,5549.003462600708
ACTIVE_DAYS_CREDIT_MAX,5696.0889478683475
CODE_GENDER,6301.662139415741
EXT_SOURCE_3_DAYS_BIRTH,6364.860731124878
NAME_EDUCATION_TYPE,6551.352816009521
EXT_SOURCE_3,6692.598469543457
CC_CNT_DRAWINGS_ATM_CURRENT_MEAN,7946.9719139099125
AMT_ANNUITY,8166.373610305786
INSTAL_AMT_PAYMENT_SUM,8648.357651901246
NEW_CREDIT_TO_ANNUITY_RATIO,9116.946602153777
POS_CNT_INSTALMENT_FUTURE_MEAN,9126.261177539825
INSTAL_DPD_MEAN,9895.72723493576
OCCUPATION_TYPE,12594.22505865097
PAYMENT_RATE,12891.219004631042
NEW_CREDIT_TO_GOODS_RATIO,16323.532784938812
EXT_SOURCE_2_3,21677.787263393402
ORGANIZATION_TYPE,84561.64077696801
NEW_EXT_SOURCES_MEAN,232810.4072540283
